nome,indirizzo,href,rating_globale,n_valutazioni,n_aree,aree_specialistiche,rating_dimensioni_json,rating_per_area_json
Ospedale di Saronno - ASST Valle Olona,"Piazzale Borella, 1 - 21047
Saronno (VA)",https://www.micuro.it/strutture/ospedale-di-saronno,1.4,3.0,33,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Chirurgia Toracica, Chirurgia Vascolare, Dietologia e Nutrizione Clinica, Emodialisi, Endocrinologia e Diabetologia, Ginecologia, Medicina Interna - Generale, Medicina Nucleare, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Ortopedica, Senologia, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 1.0, ""Pulizia"": 2.0, ""Rispetto della privacy"": 2.0, ""Qualità dell'ospitalità e della struttura"": 1.0, ""Disponibilità e gentilezza del personale medico"": 1.0, ""Disponibilità e gentilezza del personale non medico"": 1.7, ""Chiarezza delle informazioni mediche ricevute"": 1.0, ""Chiarezza delle informazioni amministrative e organizzative"": 1.3, ""Qualità dei pasti"": 1.0, ""Gestione delle visite dei parenti"": 2.0}","{""Pneumologia"": 1.0, ""Pronto soccorso"": 1.0}"
Ospedale Caduti Bollatesi - ASST Rhodense,"Via Piave, 20 - 20020
Bollate (MI)",https://www.micuro.it/strutture/ospedale-caduti-bollatesi,1.4,2.0,14,"Anatomia Patologica, Chirurgia Generale, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Terapia Intensiva","{""Da consigliare a parenti e amici"": 1.0, ""Pulizia"": 2.0, ""Rispetto della privacy"": 2.0, ""Qualità dell'ospitalità e della struttura"": 2.0, ""Disponibilità e gentilezza del personale medico"": 1.5, ""Disponibilità e gentilezza del personale non medico"": 2.0, ""Chiarezza delle informazioni mediche ricevute"": 1.0, ""Chiarezza delle informazioni amministrative e organizzative"": 1.0}","{""Chirurgia Generale"": 1.0}"
Ospedale Santa Maria delle Stelle di Melzo - ASST Melegnano e Martesana,"Via Volontari del Sangue, 5 - 20066
Melzo (MI)",https://www.micuro.it/strutture/ospedale-santa-maria-delle-stelle,1.4,1.0,18,"Cardiologia, Chirurgia Generale, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neurologia, Oculistica, Odontoiatria e Stomatologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Terapia Intensiva","{""Da consigliare a parenti e amici"": 1.0, ""Pulizia"": 1.0, ""Rispetto della privacy"": 1.0, ""Qualità dell'ospitalità e della struttura"": 1.0, ""Disponibilità e gentilezza del personale medico"": 1.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 1.0, ""Chiarezza delle informazioni amministrative e organizzative"": 1.0, ""Qualità dei pasti"": 1.0, ""Gestione delle visite dei parenti"": 1.0}","{""Otorinolaringoiatria"": 1.0}"
Auxologico Capitanio di Milano,"Via Mercalli, 28 - 20155
Milano (MI)",https://www.micuro.it/strutture/polo-chirurgico-e-neuroriabilitativo-capitanio-istituto-auxologico-italiano,,,45,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Genetica, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina del Lavoro, Medicina Interna - Generale, Medicina Sportiva, Nefrologia, Neonatologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi domiciliari, Servizi Territoriali, Urologia e Andrologia",{},{}
Auxologico Mosè Bianchi di Milano,"Via Mosè Bianchi, 90 - 20149
Milano (MI)",https://www.micuro.it/strutture/auxologico-residenza-per-anziani-di-milano,,,34,"Analisi di Laboratorio, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Toracica, Dermatologia, Dietologia e Nutrizione Clinica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Genetica, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina del Lavoro, Medicina Interna - Generale, Neonatologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi domiciliari, Servizi Territoriali",{},{}
Eugenio Medea - Polo scientifico di Bosisio Parini,"Via Don Luigi Monza, 20 - 23842
Bosisio Parini (LC)",https://www.micuro.it/strutture/eugenio-medea,,,4,"Neurologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali",{},{}
G.B. Mangioni Hospital di Lecco - GVM Care & Research,"Via Leonardo Da Vinci, 49 - 23900
Lecco (LC)",https://www.micuro.it/strutture/casa-di-cura-mangioni-gvm,,,31,"Allergologia, Analisi di Laboratorio, Anatomia Patologica, Angiologia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Vascolare, Dermatologia, Elettrofisiologia e Emodinamica, Gastroenterologia, Ginecologia, Lungodegenti, Medicina Interna - Generale, Nefrologia, Neurologia, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi domiciliari, Servizi Territoriali, Urologia e Andrologia",{},{}
ICS Maugeri Lissone,"Via Mons. Bernasconi, 16 - 20851
Lissone (MB)",https://www.micuro.it/strutture/istituto-scientifico-di-lissone,,,32,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Medicina Interna - Generale, Nefrologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali, Urologia e Andrologia",{},{}
IRCCS Istituto Centro San Giovanni di Dio Fatebenefratelli di Brescia,"Via Pilastroni, 4 - 25125
Brescia (BS)",https://www.micuro.it/strutture/centro-san-giovanni-di-dio-fatebenefratelli,,,3,"Geriatria, Neurologia, Psichiatria e Psicologia",{},{}
IRCCS Maugeri Castel Goffredo,"Via Ospedale, 36 - 46042
Castel Goffredo (MN)",https://www.micuro.it/strutture/istituto-scientifico-di-castel-goffredo,,,34,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Lungodegenti, Medicina Interna - Generale, Nefrologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali, Urologia e Andrologia",{},{}
IRCCS Maugeri Montescano,"Via per Montescano, 35 - 27040
Montescano (PV)",https://www.micuro.it/strutture/istituto-scientifico-di-montescano,,,32,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Medicina Interna - Generale, Nefrologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali, Urologia e Andrologia",{},{}
Ospedale Briolini di Gazzaniga - ASST Bergamo Est,"Via Manzoni, 130 - 24025
Gazzaniga (BG)",https://www.micuro.it/strutture/ospedale-briolini,,,15,"Analisi di Laboratorio, Cardiologia, Chirurgia Generale, Dermatologia, Ematologia e Immunoematologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Otorinolaringoiatria, Pneumologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali",{},{}
Ospedale Causa Pia Luvini di Cittiglio - ASST Sette Laghi,"Via Luvini, 1 - 21033
Cittiglio (VA)",https://www.micuro.it/strutture/ospedale-causa-pia-luvini,,,18,"Cardiologia, Chirurgia Generale, Dermatologia, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neurologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Servizi Territoriali",{},{}
Ospedale Civile di Iseo - ASST Franciacorta,"Via Giardini Garibaldi, 7 - 25049
Iseo (BS)",https://www.micuro.it/strutture/ospedale-civile-iseo,,,22,"Analisi di Laboratorio, Cardiologia, Chirurgia Generale, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neonatologia, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Urologia e Andrologia",{},{}
Ospedale Civile di Salò - ASST Garda,"Piazza Bresciani, 5 - 25087
Salò (BS)",https://www.micuro.it/strutture/ospedale-civile-salo,,,8,"Cardiologia, Dermatologia, Endocrinologia e Diabetologia, Ginecologia, Neurologia, Oculistica, Otorinolaringoiatria, Radiologia e Diagnostica per Immagini",{},{}
Ospedale Civile di Volta Mantovana,"Via Tonello, 5 - 46049
Volta Mantovana (MN)",https://www.micuro.it/strutture/ospedale-civile-volta-mantovana,,,15,"Analisi di Laboratorio, Angiologia, Cardiologia, Check Up, Chirurgia Generale, Dermatologia, Gastroenterologia, Neurologia, Oculistica, Ortopedia e Traumatologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali",{},{}
Ospedale Crotta Oltrocchi di Vaprio D'Adda - ASST Melegnano e Martesana,"Via Don Moletta, 22 - 20069
Vaprio d'Adda (MI)",https://www.micuro.it/strutture/ospedale-crotta-oltrocchi,,,5,"Chirurgia Generale, Medicina Interna - Generale, Neurologia, Radiologia e Diagnostica per Immagini, Terapia Intensiva",{},{}
Ospedale di Carate Brianza - ASST Brianza,"Via Mosè Bianchi, 9 - 20841
Carate Brianza (MB)",https://www.micuro.it/strutture/ospedale-vittorio-emanuele-iii,,,20,"Cardiologia, Chirurgia Generale, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neonatologia, Neuropsichiatria Infantile, Oncologia, Ostetricia, Pediatria, Pronto soccorso, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Urologia e Andrologia",{},{}
Ospedale di Chiavenna - ASST Valtellina e Alto Lario,"Via Cereria, 4 - 23022
Chiavenna (SO)",https://www.micuro.it/strutture/ospedale-di-chiavenna,,,15,"Chirurgia Generale, Endocrinologia e Diabetologia, Ginecologia, Medicina Interna - Generale, Neonatologia, Neuropsichiatria Infantile, Ortopedia e Traumatologia, Ostetricia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Terapia Intensiva",{},{}
Ospedale di Cuasso al Monte - ASST Sette Laghi,"Via Imborgnana, 7 - 21050
Cuasso al Monte (VA)",https://www.micuro.it/strutture/ospedale-di-cuasso-al-monte,,,5,"Pneumologia, Radiologia e Diagnostica per Immagini, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali",{},{}
Ospedale di Leno - ASST Garda,"Piazza Donatori di Sangue, 1 - 25024
Leno (BS)",https://www.micuro.it/strutture/ospedale-di-leno,,,11,"Cardiologia, Chirurgia Generale, Dermatologia, Endocrinologia e Diabetologia, Ginecologia, Oculistica, Ortopedia e Traumatologia, Otorinolaringoiatria, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica",{},{}
Ospedale di Viadana - ASST Mantova,"Largo De Gasperi, 5/7 - 46019
Viadana (MN)",https://www.micuro.it/strutture/ospedale-di-viadana,,,1,Riabilitazione Ortopedica,{},{}
Ospedale di Vizzolo Predabissi - ASST Melegnano e Martesana,"Via Pandina, 1 - 20070
Vizzolo Predabissi (MI)",https://www.micuro.it/strutture/ospedale-predabissi,,,29,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Geriatria, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Senologia, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia",{},{}
Ospedale Passi di Calcinate - ASST Bergamo Est,"Piazzale Ospedale, 3 - 24050
Calcinate (BG)",https://www.micuro.it/strutture/ospedale-f-m-passi,,,4,"Analisi di Laboratorio, Pronto soccorso, Radiologia e Diagnostica per Immagini, Servizi Territoriali",{},{}
Ospedale San Martino di Mede - ASST Pavia,"Viale dei Mille, 23 - 27035
Mede (PV)",https://www.micuro.it/strutture/ospedale-san-martino,,,17,"Cardiologia, Chirurgia Generale, Cure Palliative - Hospice, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pneumologia, Pronto soccorso, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Urologia e Andrologia",{},{}
Ospedale Santa Marta di Rivolta D'Adda - ASST Crema,"Viale Monte Grappa, 15 - 26027
Rivolta d'Adda (CR)",https://www.micuro.it/strutture/ospedale-santa-marta,,,6,"Gastroenterologia, Neurologia, Pneumologia, Pronto soccorso, Radiologia e Diagnostica per Immagini, Servizi Territoriali",{},{}
Ospedale Santi Benedetto e Geltrude di Cuggiono - ASST Ovest Milanese,"Via Badi, 4 - 20012
Cuggiono (MI)",https://www.micuro.it/strutture/ospedale-santi-benedetto-e-geltrude,,,13,"Cardiologia, Chirurgia Generale, Gastroenterologia, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Neuropsichiatria Infantile, Oncologia, Otorinolaringoiatria, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Servizi Territoriali",{},{}
Ospedale Santi Capitanio e Gerosa di Lovere - ASST Bergamo Est,"Via Martinoli, 9/A - 24065
Lovere (BG)",https://www.micuro.it/strutture/ospedale-ss-capitanio-e-gerosa,,,17,"Analisi di Laboratorio, Chirurgia Generale, Dermatologia, Ematologia e Immunoematologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neurologia, Neuropsichiatria Infantile, Oculistica, Ortopedia e Traumatologia, Otorinolaringoiatria, Pronto soccorso, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Servizi Territoriali, Urologia e Andrologia",{},{}
Ospedale SS. Annunziata di Varzi - ASST Pavia,"Via Repetti, 2 - 27057
Varzi (PV)",https://www.micuro.it/strutture/ospedale-ss-annunziata,,,15,"Cardiologia, Chirurgia Generale, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Medicina Interna - Generale, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Ortopedia e Traumatologia, Otorinolaringoiatria, Pneumologia, Pronto soccorso, Radiologia e Diagnostica per Immagini, Urologia e Andrologia",{},{}
Ospedale Villa dei Colli di Lonato del Garda - ASST Garda,"Via Arriga Alta, 11 - 25017
Lonato del Garda (BS)",https://www.micuro.it/strutture/ospedale-villa-dei-colli,,,4,"Neurologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica",{},{}
Ospedale Zappatoni di Cassano d'Adda - ASST Melegnano e Martesana,"Via Quintino di Vona, 41 - 20062
Cassano d'Adda (MI)",https://www.micuro.it/strutture/ospedale-zappatoni,,,6,"Cardiologia, Oculistica, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica",{},{}
Presidio Ospedaliero di Montichiari - ASST Spedali Civili,"Via Ciotti, 154 - 25018
Montichiari (BS)",https://www.micuro.it/strutture/presidio-ospedaliero-di-montichiari,,,21,"Cardiologia, Chirurgia Generale, Dermatologia, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Ginecologia, Medicina Interna - Generale, Medicina Sportiva, Nefrologia, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Urologia e Andrologia",{},{}
Presidio Ospedaliero Territoriale (POT) di Morbegno - ASST Valtellina e Alto Lario,"Via Morelli, 1 - 23017
Morbegno (SO)",https://www.micuro.it/strutture/ospedale-di-morbegno,,,12,"Analisi di Laboratorio, Cure Palliative - Hospice, Endocrinologia e Diabetologia, Medicina Interna - Generale, Odontoiatria e Stomatologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Terapia Intensiva",{},{}
Presidio Ospedaliero Tribandi Pavoni di Orzinuovi - ASST Franciacorta,"Viale Francesco Crispi, 4 - 25034
Orzinuovi (BS)",https://www.micuro.it/strutture/ospedale-tribandi-pavoni,,,17,"Analisi di Laboratorio, Cardiologia, Chirurgia Generale, Cure Palliative - Hospice, Dermatologia, Endocrinologia e Diabetologia, Ginecologia, Neurologia, Oculistica, Ortopedia e Traumatologia, Otorinolaringoiatria, Pediatria, Pneumologia, Radiologia e Diagnostica per Immagini, Riabilitazione Neurologica, Riabilitazione Ortopedica, Urologia e Andrologia",{},{}
Presidio Riabilitativo Multifunzionale Don Primo Mazzolari di Bozzolo - ASST Mantova,"Via XXV Aprile, 71 - 46012
Bozzolo (MN)",https://www.micuro.it/strutture/presidio-riabilitativo-multifunzionale-don-primo-mazzolari,,,2,"Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica",{},{}
Presidio Riabilitativo Umberto I di Bellano - ASST Lecco,"Via Carlo Alberto, 25 - 23822
Bellano (LC)",https://www.micuro.it/strutture/presidio-riabilitativo-umberto-i,,,10,"Cardiologia, Dermatologia, Endocrinologia e Diabetologia, Oculistica, Ortopedia e Traumatologia, Otorinolaringoiatria, Pneumologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Urologia e Andrologia",{},{}
