NOME_STRUTTURA,ASST,INDIRIZZO,RATING_GLOBALE,N_VALUTAZIONI,N_AREE,AREE_SPECIALISTICHE,RATING_DIMENSIONI_JSON,RATING_PER_AREA_JSON,TIPO,CLASSIFICAZIONE,COMUNE,PROVINCIA,LATITUDINE,LONGITUDINE
CASA DI COMUNITÀ TERENGHI CINISELLO BALSAMO,ASST NORD MILANO,"VIA TERENGHI, 2 - CINISELLO BALSAMO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CINISELLO BALSAMO,MI,45.5564175,9.2234698
CASA DI COMUNITÀ PADANA SUPERIORE OSPITALETTO,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA PADANA SUPERIORE, 98 - OSPITALETTO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,OSPITALETTO,BS,45.5550061,10.081445
CASA DI COMUNITÀ OSPEDALE CALCINATE,ASST DI BERGAMO EST,"PIAZZA OSPEDALE, 3 - CALCINATE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CALCINATE,BG,45.6198516,9.7953154
CASA DI COMUNITÀ SOMVICO CLUSONE,ASST DI BERGAMO EST,"VIA SOMVICO, 2 - CLUSONE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CLUSONE,BG,45.8925439,9.9528434
CASA DI COMUNITÀ CENTURELLI BRESSO,ASST NORD MILANO,"VIA CENTURELLI, 46 - BRESSO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BRESSO,MI,45.5370183,9.1894004
CASA DI COMUNITÀ STATALE GOITESE GOITO,ASST DI MANTOVA,"STRADA STATALE GOITESE, 313 - GOITO (MN)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,GOITO,MN,45.2340428,10.7124134
CASA DI COMUNITÀ POLINI VILMINORE DI SCALVE,ASST DI BERGAMO EST,"VIA POLINI, 7 - VILMINORE DI SCALVE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,VILMINORE DI SCALVE,BG,45.996276,10.0906593
CASA DI COMUNITÀ DUCA BRESCIA,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA DUCA DEGLI ABRUZZI, 13 - BRESCIA (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BRESCIA,BS,45.2919309,10.2699893
CASA DI COMUNITÀ MORELLI MORBEGNO,ASST DELLA VALTELLINA E DELL'ALTO LARIO,"VIA MORELLI, 1 - MORBEGNO (SO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MORBEGNO,SO,46.1336867,9.5734515
CASA DI COMUNITÀ GINESTRA CUSANO MILANINO,ASST NORD MILANO,"VIA GINESTRA, 1 - CUSANO MILANINO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CUSANO MILANINO,MI,45.5531715,9.1866696
CASA DI COMUNITÀ QUINTINI DI VONA CASSANO D'ADDA,ASST MELEGNANO E DELLA MARTESANA,"VIA Q. DI VONA, 41 - CASSANO D'ADDA (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CASSANO D'ADDA,MI,45.5228557,9.5132284
CASA DI COMUNITÀ ITALIA CAMPIONE D'ITALIA,ASST LARIANA,"CORSO ITALIA, 10 - CAMPIONE D'ITALIA (CO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CAMPIONE D'ITALIA,CO,45.9630799,8.9697763
CASA DI COMUNITÀ STELVIO BUSTO ARSIZIO,ASST DELLA VALLE OLONA,"VIALE STELVIO, 3 - BUSTO ARSIZIO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BUSTO ARSIZIO,VA,45.6213472,8.8443137
CASA DI COMUNITÀ FARINI MILANO,ASST FATEBENEFRATELLI SACCO,"VIA FARINI, 9 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4843378,9.1816088
CASA DI COMUNITÀ CERERIA CHIAVENNA,ASST DELLA VALTELLINA E DELL'ALTO LARIO,"VIA CERERIA, 4 - CHIAVENNA (SO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CHIAVENNA,SO,46.3217722,9.3998553
CASA DI COMUNITÀ FRATELLI KENNEDY REZZATO,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA FRATELLI KENNEDY, 115 - REZZATO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,REZZATO,BS,45.5118231,10.3276552
CASA DI COMUNITÀ BETTINI QUISTELLO,ASST DI MANTOVA,"VIA BETTINI, 1 - QUISTELLO (MN)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,QUISTELLO,MN,45.0085177,10.9833108
CASA DI COMUNITÀ GRAMSCI CREMA,ASST DI CREMA,"VIA GRAMSCI, 13 - CREMA (CR)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CREMA,CR,45.3618154,9.6798105
CASA DI COMUNITÀ AMENDOLA SEGRATE,ASST MELEGNANO E DELLA MARTESANA,"VIA AMENDOLA, 3 - SEGRATE (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SEGRATE,MI,45.4991388,9.2848295
CASA DI COMUNITÀ BORGO PALAZZO BERGAMO,ASST PAPA GIOVANNI XXIII,"VIA BORGO PALAZZO, 130 - BERGAMO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BERGAMO,BG,45.6923306,9.6969736
CASA DI COMUNITÀ LIVIGNO (EX JENNER) MILANO,ASST GOM NIGUARDA,"VIA LIVIGNO, 2/A - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4974463,9.1789138
CASA DI COMUNITÀ MARCONI SERIATE,ASST DI BERGAMO EST,"VIA MARCONI, 38 - SERIATE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SERIATE,BG,45.6820632,9.7282136
CASA DI COMUNITÀ EUROPA PONTE DI LEGNO,ASST DELLA VALCAMONICA,PIAZZALE EUROPA - PONTE DI LEGNO (BS),,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,PONTE DI LEGNO,BS,46.257954,10.5089114
CASA DI COMUNITÀ CERNUSCO SUL NAVIGLIO,ASST MELEGNANO E DELLA MARTESANA,"VIA UBOLDO, 36 - CERNUSCO SUL NAVIGLIO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CERNUSCO SUL NAVIGLIO,MI,45.5232858,9.3281926
CASA DI COMUNITÀ ROMA VILLA D'ALME',ASST PAPA GIOVANNI XXIII,"VIA ROMA, 16 - VILLA D'ALMÈ (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,VILLA D'ALMÈ,BG,45.7473098,9.614955
CASA DI COMUNITÀ FIUME SARONNO,ASST DELLA VALLE OLONA,"VIA FIUME, 12 - SARONNO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SARONNO,VA,45.6228097,9.022875
CASA DI COMUNITÀ BELOTTI ZOGNO,ASST PAPA GIOVANNI XXIII,"PIAZZA BELOTTI, 1 - ZOGNO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,ZOGNO,BG,45.7932424,9.6619022
CASA DI COMUNITÀ BOCCACCIO COLOGNO MONZESE,ASST NORD MILANO,"VIA BOCCACCIO, 17 - COLOGNO MONZESE (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,COLOGNO MONZESE,MI,45.5348379,9.2812247
CASA DI COMUNITÀ GOLA MILANO,ASST SANTI PAOLO E CARLO,"VIA GOLA, 22 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.448971,9.1735624
CASA DI COMUNITÀ UMBERTO I BERZO INFERIORE,ASST DELLA VALCAMONICA,"PIAZZA UMBERTO I, 7 - BERZO INFERIORE (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BERZO INFERIORE,BS,45.9326575,10.2786001
CASA DI COMUNITÀ NAPOLEONA COMO,ASST LARIANA,"VIA NAPOLEONA, 60 - COMO (CO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,COMO,CO,45.7909617,9.089754
CASA DI COMUNITÀ DEL LAZZARETTO BELLAGIO,ASST LARIANA,"VIA LAZZARETTO, 12 - BELLAGIO (CO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BELLAGIO,CO,45.9767145,9.2590602
CASA DI COMUNITÀ BUTTAFAVA CASSANO MAGNAGO,ASST DELLA VALLE OLONA,"VIA BUTTAFAVA, 15 - CASSANO MAGNAGO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CASSANO MAGNAGO,VA,45.6768535,8.8282084
CASA DI COMUNITÀ CERETTI LAVENO-MOMBELLO,ASST DEI SETTE LAGHI,"VIA CERETTI, 8 - LAVENO-MOMBELLO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LAVENO-MOMBELLO,VA,45.9073839,8.6226958
CASA DI COMUNITÀ DONATORE DI SANGUE MAGENTA,ASST OVEST MILANESE,"VIA DONATORE DI SANGUE, 50 - MAGENTA (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MAGENTA,MI,45.4711284,8.8936029
CASA DI COMUNITÀ ITALIA MACHERIO,ASST DELLA BRIANZA,"VIA ITALIA, 13 - MACHERIO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MACHERIO,MB,45.6402361,9.2684525
CASA DI COMUNITÀ ANTONIO GHISLANZONI LECCO,ASST DI LECCO,"VIA ANTONIO GHISLANZONI, 9 - LECCO (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LECCO,LC,45.8471041,9.3997317
CASA DI COMUNITÀ CARDINAL DELL'ACQUA SESTO CALENDE,ASST DEI SETTE LAGHI,"LARGO CARDINALE DELL'ACQUA, 1 - SESTO CALENDE (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SESTO CALENDE,VA,45.7303017,8.6298946
CASA DI COMUNITÀ SAN SEBASTIANO CREMONA,ASST DI CREMONA,"VIA SAN SEBASTIANO, 14 - CREMONA (CR)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CREMONA,CR,45.134058,10.0448172
CASA DI COMUNITÀ NAZIONALE CEDEGOLO,ASST DELLA VALCAMONICA,"VIA NAZIONALE, 103 - CEDEGOLO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CEDEGOLO,BS,46.0806004,10.3464872
CASA DI COMUNITÀ GARIBALDI LENTATE SUL SEVESO,ASST DELLA BRIANZA,"VIA GARIBALDI, 37 - LENTATE SUL SEVESO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LENTATE SUL SEVESO,MB,45.6773908,9.1192487
CASA DI COMUNITÀ DI LODI,ASST DI LODI,"VIALE SAVOIA, 1 - LODI (LO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LODI,LO,45.3155675,9.5097746
CASA DI COMUNITÀ SCHIANTARELLI ASOLA,ASST DI MANTOVA,"VIA SCHIANTARELLI, 3 - ASOLA (MN)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,ASOLA,MN,45.2212634,10.4112314
CASA DI COMUNITÀ GARIBALDI BERGAMO,ASST PAPA GIOVANNI XXIII,"VIA GARIBALDI, 13/15 - BERGAMO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BERGAMO,BG,45.8874962,9.9458846
CASA DI COMUNITÀ VANONCINI SANT'OMOBONO TERME,ASST PAPA GIOVANNI XXIII,"VIA GIANANTONIO VANONCINI, 25 -  SANT'OMOBONO TERME (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SANT'OMOBONO TERME,BG,45.8133656,9.5300692
CASA DI COMUNITÀ IPPOCRATE MILANO,ASST GOM NIGUARDA,"VIA IPPOCRATE, 45 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.5215609,9.1639709
CASA DI COMUNITÀ VILLA SIRONI GIOVINE ITALIA GALLARATE,ASST DELLA VALLE OLONA,"PIAZZA GIOVINE ITALIA, 2 - GALLARATE (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,GALLARATE,VA,45.6557905,8.7903261
CASA DI COMUNITÀ ALDO MORO BARBARIGA,ASST DELLA FRANCIACORTA,"PIAZZA ALDO MORO, 4 - BARBARIGA (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BARBARIGA,BS,45.4042664,10.0557811
CASA DI COMUNITÀ CORSICA BRESCIA,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA CORSICA, 145 - BRESCIA (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BRESCIA,BS,45.5299742,10.2075804
CASA DI COMUNITÀ REPUBBLICA GARGNANO,ASST DEL GARDA,"VIA REPUBBLICA, 2 - GARGNANO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,GARGNANO,BS,45.7126332,10.7004456
CASA DI COMUNITÀ ITALIA OLGIATE COMASCO,ASST LARIANA,"PIAZZA ITALIA, 8 - OLGIATE COMASCO (CO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,OLGIATE COMASCO,CO,45.7843377,8.9654025
CASA DI COMUNITÀ CASARTELLI MENAGGIO,ASST LARIANA,"VIA CASARTELLI, 7 - MENAGGIO (CO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MENAGGIO,CO,46.0181675,9.2290731
CASA DI COMUNITÀ GARIBALDI PORLEZZA,ASST LARIANA,"VIA GARIBALDI, 64 - PORLEZZA (CO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,PORLEZZA,CO,46.0367427,9.1183459
CASA DI COMUNITÀ EMILIA BRONI,ASST DI PAVIA,"VIA EMILIA, 351 - BRONI (PV)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BRONI,PV,45.0640602,9.2636422
CASA DI COMUNITÀ FLEMMING CASALPUSTERLENGO,ASST DI LODI,"VIA FLEMING, 1 - CASALPUSTERLENGO (LO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CASALPUSTERLENGO,LO,45.170174,9.6513675
CASA DI COMUNITÀ GANDOLFI CODOGNO,ASST DI LODI,"VIALE GANDOLFI, 2 - CODOGNO (LO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CODOGNO,LO,45.1560553,9.7093136
CASA DI COMUNITÀ CAVOUR SAN GIULIANO MILANESE,ASST MELEGNANO E DELLA MARTESANA,"VIA CAVOUR, 15 - SAN GIULIANO MILANESE (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SAN GIULIANO MILANESE,MI,45.3975547,9.2863528
CASA DI COMUNITÀ CORTE DEI FRATI BELLUSCO,ASST DELLA BRIANZA,"VIA CORTE DEI FRATI, 1 - BELLUSCO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BELLUSCO,MB,45.6163882,9.4147176
CASA DI COMUNITÀ OSLAVIA SESTO SAN GIOVANNI,ASST NORD MILANO,"VIA OSLAVIA, 1 - SESTO SAN GIOVANNI (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SESTO SAN GIOVANNI,MI,45.5240535,9.2274159
CASA DI COMUNITÀ GORIZIA TREZZO SULL'ADDA,ASST MELEGNANO E DELLA MARTESANA,"PIAZZALE GORIZIA, 2 - TREZZO SULL'ADDA (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TREZZO SULL'ADDA,MI,45.6087703,9.5163993
CASA DI COMUNITÀ STELVIO SONDRIO,ASST DELLA VALTELLINA E DELL'ALTO LARIO,"VIA STELVIO, 35 - SONDRIO (SO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SONDRIO,SO,46.4707539,10.36742
CASA DI COMUNITÀ GRADISCA TRADATE,ASST DEI SETTE LAGHI,"VIA GRADISCA, 16 - TRADATE (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TRADATE,VA,45.7086471,8.912731
CASA DI COMUNITÀ NEMBRINI GRUMELLO DEL MONTE,ASST DI BERGAMO EST,"VIA NEMBRINI, 1 - GRUMELLO DEL MONTE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,GRUMELLO DEL MONTE,BG,45.6344254,9.8676468
CASA DI COMUNITÀ DON MOLETTA VAPRIO D'ADDA,ASST MELEGNANO E DELLA MARTESANA,"VIA DON MOLETTA, 22 - VAPRIO D'ADDA (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,VAPRIO D'ADDA,MI,45.5744985,9.5273923
CASA DI COMUNITÀ CAVOUR LONATE POZZOLO,ASST DELLA VALLE OLONA,"VIA CAVOUR, 21 - LONATE POZZOLO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LONATE POZZOLO,VA,45.6003208,8.7519076
CASA DI COMUNITÀ SAN CESANO MADERNO,ASST DELLA BRIANZA,"VIA SAN CARLO, 2/5 - CESANO MADERNO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CESANO MADERNO,MB,45.6310709,9.1659075
CASA DI COMUNITÀ BERNASCONI LISSONE,ASST DELLA BRIANZA,"VIA BERNASCONI, 16 - LISSONE (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LISSONE,MB,45.6201773,9.2383956
CASA DI COMUNITÀ MARCONI OSSIMO,ASST DELLA VALCAMONICA,"VIA MARCONI, 19 - OSSIMO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,OSSIMO,BS,45.9451379,10.2276497
CASA DI COMUNITÀ OSPEDALE TRESCORE BALNEARIO,ASST DI BERGAMO EST,"VIA OSPEDALE, 34 - TRESCORE BALNEARIO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TRESCORE BALNEARIO,BG,45.6917241,9.8413891
CASA DI COMUNITÀ PALEOCAPA ALZANO LOMBARDO,ASST DI BERGAMO EST,"VIA RIBOLLA, 1 - ALZANO LOMBARDO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,ALZANO LOMBARDO,BG,45.7315993,9.7285528
CASA DI COMUNITÀ MONTEREGGIO CASATENOVO,ASST DI LECCO,"VIA MONTEREGIO, 15 - CASATENOVO (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CASATENOVO,LC,45.6991716,9.2974941
CASA DI COMUNITÀ BADI - ROSSETTI CUGGIONO,ASST OVEST MILANESE,"VIA BADI, 2/4 - CUGGIONO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CUGGIONO,MI,45.5085392,8.8219401
CASA DI COMUNITÀ PLEBISCITO BUSTO ARSIZIO,ASST DELLA VALLE OLONA,"PIAZZA PLEBISCITO, 1 - BUSTO ARSIZIO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BUSTO ARSIZIO,VA,45.607601,8.8503178
CASA DI COMUNITÀ PEDROTTI TIRANO,ASST DELLA VALTELLINA E DELL'ALTO LARIO,"VIA PEDROTTI, 57 - TIRANO (SO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TIRANO,SO,46.217747,10.1685218
CASA DI COMUNITÀ MARTIRI DELLA LIBERTÀ CHIARI,ASST DELLA FRANCIACORTA,"PIAZZA MARTIRI DELLA LIBERTA', 25 - CHIARI (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CHIARI,BS,45.5384987,9.9302179
CASA DI COMUNITÀ DI GAZZADA SCHIANNO,ASST DEI SETTE LAGHI,"VIA ROMA, 18 - GAZZADA SCHIANNO (VA)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,GAZZADA SCHIANNO,VA,45.780304,8.8242064
CASA DI COMUNITÀ FOSCOLO DESIO,ASST DELLA BRIANZA,"VIA FOSCOLO, 24 - DESIO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,DESIO,MB,45.6132829,9.2046303
CASA DI COMUNITÀ VERDI SEREGNO,ASST DELLA BRIANZA,"VIA VERDI, 2 - SEREGNO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SEREGNO,MB,45.6536061,9.2055584
CASA DI COMUNITÀ BERGAMO CALOLZIOCORTE,ASST DI LECCO,"VIA BERGAMO, 1 - CALOLZIOCORTE (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CALOLZIOCORTE,LC,45.7909218,9.4411438
CASA DI COMUNITÀ PIAVE BOLLATE,ASST RHODENSE,"VIA PIAVE, 20 - BOLLATE (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BOLLATE,MI,45.5406626,9.1170806
CASA DI COMUNITÀ CESATE GARBAGNATE MILANESE,ASST RHODENSE,"VIA PER CESATE, 62 - GARBAGNATE MILANESE (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,GARBAGNATE MILANESE,MI,45.5845143,9.0793117
CASA DI COMUNITÀ CARLO ALBERTO BELLANO,ASST DI LECCO,"VIA CARLO ALBERTO, 25 - BELLANO (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BELLANO,LC,46.0475515,9.3058267
CASA DI COMUNITÀ MANDIC MERATE,ASST DI LECCO,"LARGO BEATO LEOPOLDO MANDIC, 1 - MERATE (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MERATE,LC,45.6981085,9.4272938
CASA DI COMUNITÀ DELL REPUBBLICA PADERNO DUGNANO,ASST RHODENSE,"VIALE DELLA REPUBBLICA, 13 - PADERNO DUGNANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,PADERNO DUGNANO,MI,45.5709803,9.1668911
CASA DI COMUNITÀ BARONI,ASST SANTI PAOLO E CARLO,"VIA BARONI, 48 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4122767,9.1716105
CASA DI COMUNITÀ SASSI MILANO,ASST FATEBENEFRATELLI SACCO,"VIA SASSI, 4 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4627828,9.227971
CASA DI COMUNITÀ DEI CORSICO,ASST RHODENSE,"VIA DEI LAVORATORI, 42 - CORSICO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CORSICO,MI,45.4314902,9.1168982
CASA DI COMUNITÀ STROMBOLI MILANO,ASST SANTI PAOLO E CARLO,"VIA STROMBOLI, 19 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4585764,9.1575835
CASA DI COMUNITÀ LUIGI CADORNA SUZZARA,ASST DI MANTOVA,"VIA LUIGI CADORNA, 2 - SUZZARA (MN)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SUZZARA,MN,44.9888422,10.74195
CASA DI COMUNITÀ VIARANA BESANA IN BRIANZA,ASST DELLA BRIANZA,"VIA VIARANA, 38 - BESANA IN BRIANZA (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BESANA IN BRIANZA,MB,45.7004623,9.2856086
CASA DI COMUNITÀ RICORDI - DORIA MILANO,ASST FATEBENEFRATELLI SACCO,"VIA DORIA, 52 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.5583716,9.1761895
CASA DI COMUNITÀ SCEREGALLI INTROBIO,ASST DI LECCO,"VIA SCEREGALLI, 8/A - INTROBIO (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,INTROBIO,LC,45.9762216,9.4464227
CASA DI COMUNITÀ SACCHI CASTIGLIONE DELLE STIVIERE,ASST DI MANTOVA,"VIA SACCHI, 10/12 - CASTIGLIONE DELLE STIVIERE (MN)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,CASTIGLIONE DELLE STIVIERE,MN,45.3861526,10.4940706
CASA DI COMUNITÀ NISSOLINA BRENO,ASST DELLA VALCAMONICA,"VIA NISSOLINA, 2 - BRENO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BRENO,BS,45.9561471,10.3055878
CASA DI COMUNITÀ LECCO AGRATE BRIANZA,ASST DELLA BRIANZA,"VIA LECCO, 11 - AGRATE BRIANZA (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,AGRATE BRIANZA,MB,45.5735845,9.3543178
CASA DI COMUNITÀ MONTE GRAPPA - GARIBALDI RIVOLTA D'ADDA,ASST DI CREMA,"VIA GARIBALDI, 24 - RIVOLTA D'ADDA (CR)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,RIVOLTA D'ADDA,CR,45.4700633,9.5147838
CASA DI COMUNITÀ F. CORTESE SANT'ANGELO LODIGIANO,ASST DI LODI,"STRADA PROVINCIALE, 19 - SANT'ANGELO LODIGIANO (LO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,SANT'ANGELO LODIGIANO,LO,45.202428,9.407352
CASA DI COMUNITÀ BONOMELLI LOVERE,ASST DI BERGAMO EST,"PIAZZALE BONOMELLI, 6 - LOVERE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LOVERE,BG,45.8182748,10.0735104
CASA DI COMUNITÀ SANT'ANNA ALBINO,ASST DI BERGAMO EST,"VIA SANT'ANNA, 5 - ALBINO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,ALBINO,BG,45.7584185,9.7956873
CASA DI COMUNITÀ LUCA DELLA ROBBIA MONZA,ASST DELLA BRIANZA,"VIA POLIZIANO, 4 - MONZA (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MONZA,MB,45.5798481,9.303517
CASA DI COMUNITÀ KENNEDY BRUGHERIO,ASST DELLA BRIANZA,"VIA KENNEDY, 28 - BRUGHERIO (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BRUGHERIO,MB,45.5478208,9.2985869
CASA DI COMUNITÀ PICENO MILANO,ASST FATEBENEFRATELLI SACCO,"VIALE PICENO, 60 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4670691,9.2183341
CASA DI COMUNITÀ DONATORI DEL SANGUE LENO,ASST DEL GARDA,"PIAZZA DONATORI DI SANGUE, 1 - LENO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,LENO,BS,45.3654434,10.2148178
CASA DI COMUNITÀ GRIMANI VEROLANUOVA,ASST DEL GARDA,"VIA GRIMANI, 16/20 - VEROLANUOVA (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,VEROLANUOVA,BS,45.3274127,10.0745735
CASA DI COMUNITÀ ZARA MILANO,ASST GOM NIGUARDA,"VIALE ZARA, 81 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4966601,9.1940387
